fcvrp_A034-02f_10_2_1.txt,1135,1135,0,7
fcvrp_A034-02f_10_2_2.txt,851,851,0,4
fcvrp_A034-02f_10_2_3.txt,1367,1367,0,11
fcvrp_A034-02f_10_2_4.txt,1260,1260,0,9
fcvrp_A034-02f_17_2_1.txt,1127,1127,0,7
fcvrp_A034-02f_17_2_2.txt,965,965,0,5
fcvrp_A034-02f_17_2_3.txt,1406,1406,0,12
fcvrp_A034-02f_17_2_4.txt,1072,1072,0,8
fcvrp_A034-02f_3_1_2.txt,409,409,0,1
fcvrp_A034-02f_3_2_1.txt,950,950,0,9
fcvrp_A034-02f_3_2_3.txt,1303,1303,0,11
fcvrp_A034-02f_3_2_4.txt,938,938,0,6
fcvrp_A036-03f_11_2_1.txt,1297,1297,0,9
fcvrp_A036-03f_11_2_2.txt,985,985,0,5
fcvrp_A036-03f_11_3_3.txt,1621,1621,0,20
fcvrp_A036-03f_11_3_4.txt,1530,1530,0,14
fcvrp_A036-03f_18_2_1.txt,1302,1302,0,9
fcvrp_A036-03f_18_2_2.txt,1012,1012,0,7
fcvrp_A036-03f_18_2_4.txt,1302,1302,0,9
fcvrp_A036-03f_18_3_3.txt,1626,1626,0,16
fcvrp_A036-03f_4_1_2.txt,456,456,0,2
fcvrp_A036-03f_4_2_1.txt,1107,1107,0,8
fcvrp_A036-03f_4_2_4.txt,877,877,0,7
fcvrp_A036-03f_4_3_3.txt,1479,1479,0,15
fcvrp_A039-03f_12_2_1.txt,1140,1140,0,10
fcvrp_A039-03f_12_2_2.txt,969,969,0,7
fcvrp_A039-03f_12_3_3.txt,1646,1646,0,21
fcvrp_A039-03f_12_3_4.txt,1560,1560,0,16
fcvrp_A039-03f_20_2_2.txt,1212,1212,0,8
fcvrp_A039-03f_20_3_1.txt,1496,1496,0,20
fcvrp_A039-03f_20_3_3.txt,1721,1721,0,23
fcvrp_A039-03f_20_3_4.txt,1444,1444,0,15
fcvrp_A039-03f_4_1_2.txt,417,417,0,3
fcvrp_A039-03f_4_2_1.txt,1098,1098,0,8
