445, 18.128
445, 23.43
445, 44.853
445, 52.102
445, 56.478
445, 61.499
445, 67.346
445, 71.644
443, 76.312
443, 82.935
436, 93.665
436, 102.523
436, 109.742
436, 120.195
436, 124.619
436, 131.622
436, 136.541
436, 143.267
436, 148.105
436, 153.32
436, 158.438
436, 171.978
436, 182.54
436, 187.336
436, 191.763
436, 210.878
436, 215.349
436, 225.441
436, 229.949
436, 234.356
436, 239.896
436, 248.461
436, 252.936
436, 260.841
436, 266.255
436, 270.854
436, 275.533
436, 283.523
436, 288.81
436, 294.241
436, 300.645
436, 310.134
436, 314.878
436, 321.159
436, 328.057
436, 336.72
436, 341.186
436, 345.789
436, 352.412
436, 357.774
436, 362.635
436, 368.324
436, 375.753
436, 383.008
436, 387.394
436, 392.215
436, 396.654
436, 401.063
436, 406.494
436, 412.382
436, 418.528
436, 427.017
436, 431.412
436, 440.07
436, 444.798
436, 449.323
436, 457.13
436, 462.001
436, 466.95
436, 471.42
436, 477.15
436, 481.453
436, 485.863
436, 493.734
436, 497.563
436, 501.62
