439, 11.464
438, 21.611
438, 29.53
438, 34.567
438, 44.155
438, 51.517
436, 60.536
435, 67.674
435, 81.627
435, 87.18
435, 93.665
435, 103.197
435, 111.171
435, 116.026
435, 122.583
435, 135.205
435, 148.489
435, 153.369
435, 158.241
435, 165.627
435, 172.237
435, 177.7
435, 190.638
434, 195.444
434, 203.227
434, 209.764
434, 221.079
434, 228.863
434, 234.237
433, 242.542
433, 249.76
433, 257.323
433, 263.213
433, 268.394
433, 276.955
433, 281.491
433, 290.231
433, 295.118
432, 305.791
432, 314.256
432, 321.412
432, 329.641
432, 341.042
432, 345.598
432, 351.705
432, 360.406
432, 367.225
432, 373.195
432, 377.758
432, 387.359
432, 396.474
432, 400.929
432, 409.712
432, 415.197
432, 421.943
432, 426.429
432, 433.866
432, 441.601
432, 448.749
432, 454.914
432, 460.166
432, 470.424
432, 476.645
432, 481.549
432, 494.854
432, 501.373
432, 506.061
432, 514.723
432, 524.16
432, 528.948
432, 533.473
432, 540.341
432, 545.482
432, 557.541
432, 564.166
432, 569.194
432, 576.082
432, 583.92
432, 591.601
432, 599.164
432, 605.341
432, 618.18
432, 629.34
432, 637.313
432, 641.927
432, 650.09
432, 655.617
432, 661.318
432, 669.205
432, 677.335
432, 686.805
432, 691.194
432, 695.725
432, 700.322
432, 709.297
432, 716.693
432, 724.88
432, 733.914
432, 738.277
432, 747.819
432, 752.485
432, 757.53
432, 763.187
432, 772.72
