656, 0.0
451, 11.62
451, 18.958
444, 24.765
439, 34.432
438, 42.68
438, 49.39
435, 61.175
435, 74.48
435, 82.147
435, 93.689
435, 99.637
435, 112.818
435, 117.447
435, 127.03
435, 136.458
435, 148.924
432, 156.839
432, 161.13
432, 170.271
432, 174.956
432, 179.681
432, 184.34
432, 190.116
432, 194.837
432, 205.355
432, 213.169
432, 220.922
432, 232.261
432, 237.879
432, 247.482
432, 251.646
432, 261.639
432, 270.647
432, 277.698
432, 284.132
432, 292.674
432, 297.25
432, 301.682
432, 306.811
432, 311.272
432, 326.228
432, 338.024
432, 343.508
432, 360.812
432, 370.188
432, 374.843
432, 379.391
432, 383.839
432, 388.576
432, 394.25
432, 399.055
432, 409.319
432, 413.901
432, 421.725
432, 426.206
432, 432.038
432, 441.04
432, 448.309
432, 452.757
432, 458.657
432, 463.62
432, 473.783
432, 484.582
432, 491.65
432, 501.586
432, 505.962
432, 514.567
432, 523.48
432, 528.282
432, 535.892
432, 543.073
432, 549.619
432, 555.197
432, 564.426
432, 576.347
432, 580.563
432, 586.018
432, 591.761
432, 597.117
432, 601.425
432, 607.906
432, 612.259
